paymentId,rentalId,customerId,py_staffId,amount,paymentDate,py_lastUpdate
123519,401955,770,130,96,2014-05-13 22:56:59,2014-05-13 22:56:59
123520,401956,605,179,30,2011-02-21 17:57:21,2011-02-21 17:57:21
123521,401957,1028,185,107,2016-03-05 23:31:21,2016-03-05 23:31:21
123522,401958,802,165,88,2010-12-24 02:12:45,2010-12-24 02:12:45
123523,401959,978,146,88,2020-02-12 00:35:26,2020-02-12 00:35:26
123524,401960,791,182,85,2012-01-11 01:42:19,2012-01-11 01:42:19
123525,401961,1145,131,70,2010-08-05 00:57:55,2010-08-05 00:57:55
123526,401962,979,174,28,2010-03-30 12:35:14,2010-03-30 12:35:14
123527,401963,943,141,101,2010-10-30 07:24:46,2010-10-30 07:24:46
123528,401964,714,149,94,2013-06-05 07:35:43,2013-06-05 07:35:43
123529,401965,1031,161,110,2017-08-31 17:38:23,2017-08-31 17:38:23
123530,401966,1174,132,108,2010-10-25 00:31:40,2010-10-25 00:31:40
123531,401967,856,170,71,2014-11-14 21:55:39,2014-11-14 21:55:39
123532,401968,622,164,110,2017-11-19 06:31:17,2017-11-19 06:31:17
123533,401969,662,153,70,2011-03-16 10:57:24,2011-03-16 10:57:24
123534,401970,979,127,123,2016-09-05 10:43:45,2016-09-05 10:43:45
123535,401971,773,133,57,2015-08-14 06:18:42,2015-08-14 06:18:42
123536,401972,1005,166,58,2018-12-09 07:48:17,2018-12-09 07:48:17
123537,401973,899,135,110,2020-08-16 21:26:20,2020-08-16 21:26:20
123538,401974,983,152,43,2019-07-29 03:58:45,2019-07-29 03:58:45
123539,401975,780,147,98,2016-08-23 14:45:54,2016-08-23 14:45:54
123540,401976,796,163,113,2012-03-08 15:46:07,2012-03-08 15:46:07
123541,401977,1136,176,23,2017-03-07 12:24:06,2017-03-07 12:24:06
123542,401978,768,137,105,2015-05-18 20:27:20,2015-05-18 20:27:20
123543,401979,918,166,99,2013-09-13 10:59:23,2013-09-13 10:59:23
123544,401980,935,186,77,2017-06-29 14:19:37,2017-06-29 14:19:37
123545,401981,1177,150,118,2020-02-17 00:31:16,2020-02-17 00:31:16
123546,401982,744,178,73,2010-06-02 15:46:42,2010-06-02 15:46:42
123547,401983,732,180,23,2015-01-11 03:55:53,2015-01-11 03:55:53
123548,401984,846,138,57,2014-08-31 10:32:23,2014-08-31 10:32:23
123549,401985,696,138,76,2010-01-23 13:53:52,2010-01-23 13:53:52
123550,401986,991,167,67,2018-08-24 00:09:17,2018-08-24 00:09:17
123551,401987,970,146,83,2013-06-07 09:49:12,2013-06-07 09:49:12
123552,401988,1169,167,109,2012-05-18 02:33:31,2012-05-18 02:33:31
123553,401989,1044,141,60,2017-07-31 15:19:15,2017-07-31 15:19:15
123554,401990,855,135,106,2016-07-24 06:43:20,2016-07-24 06:43:20
123555,401991,705,168,29,2012-11-29 04:16:24,2012-11-29 04:16:24
123556,401992,1140,156,100,2018-04-12 12:31:47,2018-04-12 12:31:47
123557,401993,1031,180,29,2012-09-20 00:16:06,2012-09-20 00:16:06
123558,401994,735,166,121,2011-08-18 11:23:32,2011-08-18 11:23:32
123559,401995,836,169,86,2014-09-23 03:07:31,2014-09-23 03:07:31
123560,401996,865,164,35,2014-02-01 07:45:46,2014-02-01 07:45:46
123561,401997,616,179,97,2018-05-08 05:58:31,2018-05-08 05:58:31
123562,401998,610,166,101,2013-01-09 19:03:37,2013-01-09 19:03:37
123563,401999,807,146,49,2014-07-04 09:29:24,2014-07-04 09:29:24
123564,402000,613,159,33,2020-03-03 16:21:01,2020-03-03 16:21:01
123565,402001,1132,178,66,2019-06-03 04:06:27,2019-06-03 04:06:27
123566,402002,1121,181,62,2015-03-07 10:06:24,2015-03-07 10:06:24
123567,402003,1060,149,81,2018-05-04 19:32:53,2018-05-04 19:32:53
123568,402004,708,128,79,2020-06-22 09:13:20,2020-06-22 09:13:20
123569,402005,1099,151,126,2011-04-07 09:02:34,2011-04-07 09:02:34
123570,402006,774,155,96,2014-08-14 13:30:54,2014-08-14 13:30:54
123571,402007,979,179,34,2015-01-16 22:13:51,2015-01-16 22:13:51
123572,402008,814,178,110,2020-01-24 19:45:13,2020-01-24 19:45:13
123573,402009,747,160,96,2017-12-16 14:16:21,2017-12-16 14:16:21
123574,402010,721,148,100,2015-03-17 06:42:18,2015-03-17 06:42:18
123575,402011,768,183,117,2010-05-10 14:44:25,2010-05-10 14:44:25
123576,402012,810,182,117,2014-08-05 07:16:30,2014-08-05 07:16:30
123577,402013,1119,152,67,2018-08-11 09:57:30,2018-08-11 09:57:30
123578,402014,631,183,88,2016-12-22 06:37:48,2016-12-22 06:37:48
123579,402015,643,150,123,2018-02-10 04:14:54,2018-02-10 04:14:54
123580,402016,1144,136,47,2013-01-25 20:45:56,2013-01-25 20:45:56
123581,402017,799,147,20,2017-01-16 02:42:53,2017-01-16 02:42:53
123582,402018,863,159,70,2015-09-01 01:23:03,2015-09-01 01:23:03
123583,402019,1154,137,84,2020-04-30 18:07:05,2020-04-30 18:07:05
123584,402020,604,133,62,2015-12-21 17:28:43,2015-12-21 17:28:43
123585,402021,737,175,73,2011-02-11 23:45:35,2011-02-11 23:45:35
123586,402022,633,140,110,2014-12-13 12:31:19,2014-12-13 12:31:19
123587,402023,991,179,113,2010-11-13 10:30:38,2010-11-13 10:30:38
123588,402024,826,183,54,2014-02-04 01:33:16,2014-02-04 01:33:16
123589,402025,1152,178,106,2014-06-25 18:44:03,2014-06-25 18:44:03
123590,402026,781,177,112,2014-02-04 17:50:18,2014-02-04 17:50:18
123591,402027,1084,147,98,2016-12-22 02:51:51,2016-12-22 02:51:51
123592,402028,767,155,51,2013-01-23 00:18:59,2013-01-23 00:18:59
123593,402029,968,169,129,2013-09-07 09:19:58,2013-09-07 09:19:58
123594,402030,831,165,32,2011-06-04 04:13:12,2011-06-04 04:13:12
123595,402031,678,179,105,2018-02-22 05:04:06,2018-02-22 05:04:06
123596,402032,1119,151,50,2015-12-20 23:05:40,2015-12-20 23:05:40
123597,402033,690,134,84,2013-08-06 19:04:12,2013-08-06 19:04:12
123598,402034,1198,138,43,2013-06-21 03:04:57,2013-06-21 03:04:57
123599,402035,704,131,119,2014-05-08 03:13:30,2014-05-08 03:13:30
123600,402036,1126,175,84,2013-05-26 18:40:50,2013-05-26 18:40:50
123601,402037,1149,177,41,2012-06-26 09:27:44,2012-06-26 09:27:44
123602,402038,932,177,92,2019-12-22 09:01:37,2019-12-22 09:01:37
123603,402039,1179,186,29,2019-05-22 10:24:34,2019-05-22 10:24:34
123604,402040,677,152,58,2017-05-24 00:14:39,2017-05-24 00:14:39
123605,402041,1069,185,123,2019-11-19 03:56:31,2019-11-19 03:56:31
123606,402042,754,153,108,2020-12-24 16:52:14,2020-12-24 16:52:14
123607,402043,1069,154,45,2020-03-27 21:40:08,2020-03-27 21:40:08
123608,402044,903,137,90,2012-11-21 09:36:35,2012-11-21 09:36:35
123609,402045,773,138,111,2014-04-23 04:10:43,2014-04-23 04:10:43
123610,402046,718,168,128,2011-06-18 12:52:06,2011-06-18 12:52:06
123611,402047,631,150,23,2015-05-14 09:08:22,2015-05-14 09:08:22
123612,402048,1173,173,94,2020-03-04 02:29:51,2020-03-04 02:29:51
123613,402049,834,180,32,2018-03-21 10:35:17,2018-03-21 10:35:17
123614,402050,1020,150,96,2015-10-21 15:24:04,2015-10-21 15:24:04
123615,402051,785,136,46,2012-10-16 22:26:28,2012-10-16 22:26:28
123616,402052,810,132,105,2015-10-09 17:50:55,2015-10-09 17:50:55
123617,402053,628,140,38,2010-02-19 11:58:42,2010-02-19 11:58:42
123618,402054,634,155,42,2011-11-21 19:24:55,2011-11-21 19:24:55
123619,402055,893,175,86,2020-10-06 05:36:03,2020-10-06 05:36:03
123620,402056,696,145,53,2017-01-27 16:19:28,2017-01-27 16:19:28
123621,402057,981,166,68,2015-04-23 20:01:41,2015-04-23 20:01:41
123622,402058,1152,146,121,2014-05-08 07:31:45,2014-05-08 07:31:45
123623,402059,855,144,48,2018-04-23 00:27:31,2018-04-23 00:27:31
123624,402060,768,145,53,2015-10-04 04:38:43,2015-10-04 04:38:43
123625,402061,849,149,38,2020-01-17 19:10:52,2020-01-17 19:10:52
123626,402062,1085,177,62,2014-02-08 07:20:32,2014-02-08 07:20:32
123627,402063,890,178,67,2012-03-07 09:40:33,2012-03-07 09:40:33
123628,402064,933,161,71,2015-01-24 03:18:05,2015-01-24 03:18:05
123629,402065,1176,129,94,2019-11-17 22:51:25,2019-11-17 22:51:25
123630,402066,939,147,56,2011-05-03 12:26:24,2011-05-03 12:26:24
123631,402067,1048,156,27,2015-11-13 02:38:19,2015-11-13 02:38:19
123632,402068,1095,169,55,2015-03-16 08:14:09,2015-03-16 08:14:09
123633,402069,928,166,87,2017-04-25 19:33:12,2017-04-25 19:33:12
123634,402070,1090,173,20,2019-11-10 10:02:56,2019-11-10 10:02:56
123635,402071,644,176,106,2020-09-17 15:47:42,2020-09-17 15:47:42
123636,402072,881,183,62,2011-02-15 13:09:44,2011-02-15 13:09:44
123637,402073,757,176,67,2013-02-03 23:08:26,2013-02-03 23:08:26
123638,402074,1093,142,108,2020-11-20 11:07:31,2020-11-20 11:07:31
123639,402075,745,135,26,2018-10-28 03:49:02,2018-10-28 03:49:02
123640,402076,1183,143,36,2016-11-22 02:44:58,2016-11-22 02:44:58
123641,402077,1059,174,96,2012-01-28 21:20:11,2012-01-28 21:20:11
123642,402078,993,167,22,2010-05-24 06:15:05,2010-05-24 06:15:05
123643,402079,1060,173,96,2015-03-30 16:10:46,2015-03-30 16:10:46
123644,402080,706,155,107,2012-06-11 11:06:05,2012-06-11 11:06:05
123645,402081,693,128,96,2014-08-10 22:01:53,2014-08-10 22:01:53
123646,402082,1151,152,59,2010-05-02 01:38:25,2010-05-02 01:38:25
123647,402083,915,186,82,2012-11-07 07:40:25,2012-11-07 07:40:25
123648,402084,1158,158,111,2019-02-08 20:59:01,2019-02-08 20:59:01
123649,402085,850,166,118,2018-03-20 13:52:53,2018-03-20 13:52:53
123650,402086,945,179,28,2017-06-19 23:55:26,2017-06-19 23:55:26
123651,402087,953,154,29,2012-06-04 16:51:41,2012-06-04 16:51:41
123652,402088,875,149,96,2016-03-14 01:33:23,2016-03-14 01:33:23
123653,402089,1172,144,46,2014-12-18 15:42:08,2014-12-18 15:42:08
123654,402090,1089,167,63,2014-11-12 09:38:01,2014-11-12 09:38:01
123655,402091,817,182,82,2013-12-11 23:30:14,2013-12-11 23:30:14
123656,402092,891,152,62,2012-01-23 21:33:00,2012-01-23 21:33:00
123657,402093,1045,136,101,2013-10-05 05:51:54,2013-10-05 05:51:54
123658,402094,1071,184,93,2015-10-01 11:38:17,2015-10-01 11:38:17
123659,402095,983,154,87,2016-06-08 03:34:39,2016-06-08 03:34:39
123660,402096,886,171,112,2017-08-19 14:04:25,2017-08-19 14:04:25
123661,402097,752,136,98,2019-06-17 09:56:21,2019-06-17 09:56:21
123662,402098,1119,132,123,2016-03-09 15:03:43,2016-03-09 15:03:43
123663,402099,637,185,98,2020-12-16 00:31:29,2020-12-16 00:31:29
123664,402100,760,182,36,2012-12-18 23:29:28,2012-12-18 23:29:28
123665,402101,1097,157,109,2019-04-30 04:06:33,2019-04-30 04:06:33
123666,402102,718,160,57,2015-10-08 21:42:20,2015-10-08 21:42:20
123667,402103,1021,144,102,2014-11-07 20:31:56,2014-11-07 20:31:56
123668,402104,1066,148,71,2019-08-15 08:52:56,2019-08-15 08:52:56
123669,402105,658,154,72,2011-05-14 19:05:31,2011-05-14 19:05:31
123670,402106,882,153,54,2020-06-10 02:36:35,2020-06-10 02:36:35
123671,402107,869,179,78,2018-01-02 16:31:52,2018-01-02 16:31:52
123672,402108,713,177,84,2017-03-21 19:50:55,2017-03-21 19:50:55
123673,402109,997,142,107,2017-03-06 14:12:04,2017-03-06 14:12:04
123674,402110,1101,181,62,2017-03-22 15:34:10,2017-03-22 15:34:10
123675,402111,1062,133,129,2015-06-10 13:20:59,2015-06-10 13:20:59
123676,402112,1100,145,30,2016-03-26 16:28:13,2016-03-26 16:28:13
123677,402113,644,138,46,2014-08-14 09:52:23,2014-08-14 09:52:23
123678,402114,1024,155,75,2017-08-07 01:56:48,2017-08-07 01:56:48
123679,402115,982,170,52,2017-09-14 11:17:15,2017-09-14 11:17:15
123680,402116,1069,173,107,2015-05-11 10:56:54,2015-05-11 10:56:54
123681,402117,1009,178,108,2016-01-28 06:59:22,2016-01-28 06:59:22
123682,402118,969,133,82,2011-06-17 00:05:22,2011-06-17 00:05:22
123683,402119,832,170,39,2017-04-15 05:15:51,2017-04-15 05:15:51
123684,402120,1026,154,127,2014-04-01 10:58:21,2014-04-01 10:58:21
123685,402121,1064,160,90,2012-09-27 01:48:25,2012-09-27 01:48:25
123686,402122,1181,167,95,2015-02-15 17:03:08,2015-02-15 17:03:08
123687,402123,1154,146,108,2016-07-25 17:31:20,2016-07-25 17:31:20
123688,402124,1113,142,45,2017-02-12 02:04:27,2017-02-12 02:04:27
123689,402125,965,179,81,2014-06-15 16:16:08,2014-06-15 16:16:08
123690,402126,1057,157,87,2017-02-01 22:41:27,2017-02-01 22:41:27
123691,402127,868,134,130,2018-01-14 03:38:07,2018-01-14 03:38:07
123692,402128,703,171,66,2020-01-22 08:58:40,2020-01-22 08:58:40
123693,402129,1049,131,24,2015-10-21 13:43:30,2015-10-21 13:43:30
123694,402130,1125,166,26,2011-05-15 22:58:11,2011-05-15 22:58:11
123695,402131,771,173,77,2013-01-28 18:49:58,2013-01-28 18:49:58
123696,402132,637,158,53,2013-05-25 08:13:54,2013-05-25 08:13:54
123697,402133,834,145,106,2019-04-03 22:29:25,2019-04-03 22:29:25
123698,402134,939,163,78,2010-05-19 01:00:45,2010-05-19 01:00:45
123699,402135,773,151,47,2012-10-07 15:12:28,2012-10-07 15:12:28
123700,402136,1070,156,62,2019-06-01 17:12:44,2019-06-01 17:12:44
123701,402137,1070,175,37,2018-01-23 10:36:00,2018-01-23 10:36:00
123702,402138,788,170,70,2019-07-28 18:13:06,2019-07-28 18:13:06
123703,402139,1124,146,20,2018-08-04 22:09:37,2018-08-04 22:09:37
123704,402140,853,173,81,2018-08-11 20:06:57,2018-08-11 20:06:57
123705,402141,1106,173,81,2018-07-23 04:09:04,2018-07-23 04:09:04
123706,402142,866,165,108,2018-09-04 15:28:34,2018-09-04 15:28:34
123707,402143,655,171,49,2010-09-11 17:29:05,2010-09-11 17:29:05
123708,402144,642,144,60,2014-10-22 06:30:00,2014-10-22 06:30:00
123709,402145,807,147,108,2014-01-29 09:34:07,2014-01-29 09:34:07
123710,402146,791,169,53,2017-07-23 00:48:25,2017-07-23 00:48:25
123711,402147,1140,156,89,2014-12-09 06:12:16,2014-12-09 06:12:16
123712,402148,808,160,66,2012-08-10 05:17:07,2012-08-10 05:17:07
123713,402149,705,172,129,2010-07-28 09:13:53,2010-07-28 09:13:53
123714,402150,666,143,52,2020-08-19 21:52:43,2020-08-19 21:52:43
123715,402151,817,140,72,2018-01-09 18:56:25,2018-01-09 18:56:25
123716,402152,618,178,71,2011-08-03 07:14:21,2011-08-03 07:14:21
123717,402153,725,164,67,2016-10-16 13:33:58,2016-10-16 13:33:58
123718,402154,1024,151,29,2014-06-24 07:17:06,2014-06-24 07:17:06
123719,402155,969,134,110,2014-01-13 04:22:06,2014-01-13 04:22:06
123720,402156,657,174,80,2012-01-21 12:53:49,2012-01-21 12:53:49
123721,402157,804,160,80,2010-02-22 02:38:44,2010-02-22 02:38:44
123722,402158,745,167,24,2019-03-05 15:10:23,2019-03-05 15:10:23
123723,402159,602,183,127,2015-09-12 23:04:16,2015-09-12 23:04:16
123724,402160,868,134,33,2019-03-17 16:58:44,2019-03-17 16:58:44
123725,402161,789,133,120,2014-08-05 20:06:27,2014-08-05 20:06:27
123726,402162,879,181,57,2016-04-18 07:51:18,2016-04-18 07:51:18
123727,402163,1126,178,51,2014-07-06 09:01:49,2014-07-06 09:01:49
123728,402164,924,127,72,2020-01-22 10:26:58,2020-01-22 10:26:58
123729,402165,1178,153,111,2015-08-12 20:17:54,2015-08-12 20:17:54
123730,402166,1113,182,91,2018-09-01 23:11:05,2018-09-01 23:11:05
123731,402167,894,173,106,2017-12-02 16:11:45,2017-12-02 16:11:45
123732,402168,670,127,97,2014-11-06 21:32:47,2014-11-06 21:32:47
123733,402169,798,166,73,2011-03-06 20:05:24,2011-03-06 20:05:24
123734,402170,760,135,110,2014-04-02 13:49:28,2014-04-02 13:49:28
123735,402171,609,165,89,2017-09-28 12:35:14,2017-09-28 12:35:14
123736,402172,782,145,70,2012-06-04 17:51:33,2012-06-04 17:51:33
123737,402173,861,128,73,2013-10-23 01:03:01,2013-10-23 01:03:01
123738,402174,755,157,102,2010-12-29 05:45:13,2010-12-29 05:45:13
123739,402175,1163,174,48,2019-03-18 07:13:07,2019-03-18 07:13:07
123740,402176,1050,128,74,2020-10-26 09:26:37,2020-10-26 09:26:37
123741,402177,1160,177,66,2020-11-10 05:42:06,2020-11-10 05:42:06
123742,402178,831,144,123,2011-11-20 14:43:29,2011-11-20 14:43:29
123743,402179,902,148,123,2020-03-25 17:32:25,2020-03-25 17:32:25
123744,402180,1183,144,114,2015-02-18 15:31:17,2015-02-18 15:31:17
123745,402181,759,129,98,2015-06-07 13:29:18,2015-06-07 13:29:18
123746,402182,789,172,54,2012-06-05 17:48:29,2012-06-05 17:48:29
123747,402183,800,170,20,2018-08-18 04:27:51,2018-08-18 04:27:51
123748,402184,648,153,69,2017-06-19 16:37:18,2017-06-19 16:37:18
123749,402185,915,170,104,2017-07-18 17:27:10,2017-07-18 17:27:10
123750,402186,1074,151,104,2010-01-29 07:36:02,2010-01-29 07:36:02
123751,402187,962,158,37,2013-09-17 09:56:56,2013-09-17 09:56:56
123752,402188,700,147,127,2018-11-06 11:21:38,2018-11-06 11:21:38
123753,402189,696,166,31,2018-05-27 02:47:16,2018-05-27 02:47:16
123754,402190,802,164,88,2010-05-21 05:44:05,2010-05-21 05:44:05
123755,402191,1201,186,61,2017-08-26 17:15:09,2017-08-26 17:15:09
123756,402192,781,132,26,2016-03-03 05:18:03,2016-03-03 05:18:03
123757,402193,633,127,24,2013-04-26 07:40:01,2013-04-26 07:40:01
123758,402194,1004,147,49,2014-09-01 10:03:52,2014-09-01 10:03:52
123759,402195,905,128,63,2016-08-19 07:04:00,2016-08-19 07:04:00
123760,402196,769,151,39,2014-10-13 22:43:45,2014-10-13 22:43:45
123761,402197,799,174,82,2020-06-25 19:51:21,2020-06-25 19:51:21
123762,402198,844,182,30,2018-03-14 07:49:11,2018-03-14 07:49:11
123763,402199,675,179,44,2011-08-16 16:34:55,2011-08-16 16:34:55
123764,402200,631,142,27,2017-12-18 06:43:12,2017-12-18 06:43:12
123765,402201,601,129,62,2013-04-13 14:11:15,2013-04-13 14:11:15
123766,402202,888,157,70,2010-08-09 11:19:31,2010-08-09 11:19:31
123767,402203,1001,168,35,2020-09-11 22:07:54,2020-09-11 22:07:54
123768,402204,982,164,54,2017-04-09 02:50:32,2017-04-09 02:50:32
123769,402205,1163,131,44,2016-04-09 11:54:05,2016-04-09 11:54:05
123770,402206,1064,140,82,2017-06-29 22:48:21,2017-06-29 22:48:21
123771,402207,802,158,69,2016-06-10 21:15:46,2016-06-10 21:15:46
123772,402208,1141,160,49,2018-01-13 18:50:21,2018-01-13 18:50:21
123773,402209,605,133,57,2011-02-25 05:35:33,2011-02-25 05:35:33
123774,402210,1002,138,53,2015-03-22 01:11:43,2015-03-22 01:11:43
123775,402211,799,155,117,2017-05-03 19:43:09,2017-05-03 19:43:09
123776,402212,900,155,119,2014-10-12 02:29:50,2014-10-12 02:29:50
123777,402213,752,133,99,2018-05-18 18:38:59,2018-05-18 18:38:59
123778,402214,691,154,113,2019-11-23 17:19:35,2019-11-23 17:19:35
123779,402215,1163,130,40,2019-08-23 20:34:17,2019-08-23 20:34:17
123780,402216,1030,127,120,2016-08-02 05:45:43,2016-08-02 05:45:43
123781,402217,1029,177,70,2012-03-21 13:57:58,2012-03-21 13:57:58
123782,402218,781,150,126,2017-07-31 08:34:20,2017-07-31 08:34:20
123783,402219,1004,134,43,2019-04-05 00:28:09,2019-04-05 00:28:09
123784,402220,1015,130,75,2013-11-05 00:32:28,2013-11-05 00:32:28
123785,402221,813,173,49,2012-12-12 07:34:14,2012-12-12 07:34:14
123786,402222,951,182,24,2019-07-03 18:24:18,2019-07-03 18:24:18
123787,402223,804,149,52,2010-08-07 06:06:28,2010-08-07 06:06:28
123788,402224,1128,179,90,2012-12-20 01:11:59,2012-12-20 01:11:59
123789,402225,843,173,71,2013-10-15 17:35:59,2013-10-15 17:35:59
123790,402226,777,128,83,2020-10-26 10:21:12,2020-10-26 10:21:12
123791,402227,998,162,43,2010-05-28 00:30:14,2010-05-28 00:30:14
123792,402228,1012,175,95,2020-10-22 01:49:08,2020-10-22 01:49:08
123793,402229,1041,183,69,2011-08-22 21:26:24,2011-08-22 21:26:24
123794,402230,973,148,91,2016-02-28 13:08:00,2016-02-28 13:08:00
123795,402231,984,136,124,2013-06-03 06:20:11,2013-06-03 06:20:11
123796,402232,1010,139,107,2011-12-15 11:40:53,2011-12-15 11:40:53
123797,402233,654,162,33,2016-12-22 16:46:26,2016-12-22 16:46:26
123798,402234,868,138,51,2015-09-14 00:15:35,2015-09-14 00:15:35
123799,402235,849,139,61,2016-07-22 23:47:46,2016-07-22 23:47:46
123800,402236,833,150,59,2010-12-09 18:33:10,2010-12-09 18:33:10
123801,402237,607,183,32,2016-06-18 05:16:58,2016-06-18 05:16:58
123802,402238,1069,138,71,2015-09-27 13:30:36,2015-09-27 13:30:36
123803,402239,625,142,39,2017-06-20 17:32:56,2017-06-20 17:32:56
123804,402240,691,138,105,2014-03-02 16:04:11,2014-03-02 16:04:11
123805,402241,1031,172,63,2017-08-13 21:30:06,2017-08-13 21:30:06
123806,402242,838,171,94,2019-07-29 01:08:23,2019-07-29 01:08:23
123807,402243,1019,162,77,2018-05-21 09:54:31,2018-05-21 09:54:31
123808,402244,1192,173,89,2016-05-16 03:06:15,2016-05-16 03:06:15
123809,402245,638,172,78,2010-01-28 03:33:52,2010-01-28 03:33:52
123810,402246,776,162,44,2012-05-06 17:22:50,2012-05-06 17:22:50
123811,402247,1145,130,54,2015-07-03 09:51:50,2015-07-03 09:51:50
123812,402248,902,133,123,2012-09-20 22:19:35,2012-09-20 22:19:35
123813,402249,1011,155,81,2014-05-26 01:23:09,2014-05-26 01:23:09
123814,402250,747,183,31,2012-02-16 14:28:53,2012-02-16 14:28:53
123815,402251,716,142,95,2010-01-12 06:56:19,2010-01-12 06:56:19
123816,402252,1092,171,31,2019-07-31 08:34:23,2019-07-31 08:34:23
123817,402253,972,127,51,2019-12-06 04:00:53,2019-12-06 04:00:53
123818,402254,657,166,78,2011-01-28 06:34:37,2011-01-28 06:34:37
123819,402255,769,148,82,2018-09-06 20:39:01,2018-09-06 20:39:01
123820,402256,844,155,114,2015-05-17 02:05:24,2015-05-17 02:05:24
123821,402257,1053,177,50,2014-08-30 19:31:35,2014-08-30 19:31:35
123822,402258,1098,166,72,2014-04-13 10:00:48,2014-04-13 10:00:48
123823,402259,928,171,88,2020-11-02 03:00:30,2020-11-02 03:00:30
123824,402260,873,135,112,2019-04-27 10:29:30,2019-04-27 10:29:30
123825,402261,680,150,87,2018-07-02 11:41:01,2018-07-02 11:41:01
123826,402262,934,170,96,2015-07-26 17:32:41,2015-07-26 17:32:41
123827,402263,848,171,95,2013-09-06 06:31:05,2013-09-06 06:31:05
123828,402264,1195,141,125,2015-10-04 02:49:42,2015-10-04 02:49:42
123829,402265,1027,129,72,2010-08-31 02:09:21,2010-08-31 02:09:21
123830,402266,605,139,91,2010-10-10 19:15:35,2010-10-10 19:15:35
123831,402267,716,173,122,2017-10-16 07:50:23,2017-10-16 07:50:23
123832,402268,1060,152,44,2016-01-22 19:52:48,2016-01-22 19:52:48
123833,402269,830,173,117,2017-02-27 16:34:50,2017-02-27 16:34:50
123834,402270,1174,173,108,2016-10-11 14:53:05,2016-10-11 14:53:05
123835,402271,630,184,23,2014-03-18 11:25:19,2014-03-18 11:25:19
123836,402272,692,140,34,2016-08-31 21:54:25,2016-08-31 21:54:25
123837,402273,1090,131,88,2020-03-02 18:17:55,2020-03-02 18:17:55
123838,402274,931,138,76,2018-04-10 07:50:44,2018-04-10 07:50:44
123839,402275,938,167,126,2019-03-05 17:46:09,2019-03-05 17:46:09
123840,402276,1102,185,63,2019-12-31 17:58:25,2019-12-31 17:58:25
123841,402277,1037,180,95,2015-04-15 22:51:41,2015-04-15 22:51:41
123842,402278,871,185,126,2020-10-16 13:27:36,2020-10-16 13:27:36
123843,402279,1028,130,26,2014-07-03 16:24:44,2014-07-03 16:24:44
123844,402280,689,169,123,2018-08-23 03:32:16,2018-08-23 03:32:16
123845,402281,1184,174,118,2012-07-29 11:38:52,2012-07-29 11:38:52
123846,402282,685,163,36,2019-02-26 10:06:15,2019-02-26 10:06:15
123847,402283,807,146,89,2015-10-30 19:24:51,2015-10-30 19:24:51
123848,402284,881,137,77,2012-08-13 08:31:07,2012-08-13 08:31:07
123849,402285,887,147,111,2010-02-24 01:42:32,2010-02-24 01:42:32
123850,402286,696,175,105,2020-09-11 19:43:07,2020-09-11 19:43:07
123851,402287,1134,144,108,2018-09-04 15:21:57,2018-09-04 15:21:57
123852,402288,823,181,89,2018-01-17 13:10:54,2018-01-17 13:10:54
123853,402289,824,167,120,2012-09-27 16:21:32,2012-09-27 16:21:32
123854,402290,1067,154,110,2020-02-02 02:09:32,2020-02-02 02:09:32
123855,402291,623,175,59,2020-01-17 22:17:51,2020-01-17 22:17:51
123856,402292,607,131,117,2016-01-03 11:15:17,2016-01-03 11:15:17
123857,402293,685,153,118,2015-07-01 13:35:36,2015-07-01 13:35:36
123858,402294,916,155,65,2017-04-02 12:30:23,2017-04-02 12:30:23
123859,402295,721,133,122,2015-03-17 03:55:33,2015-03-17 03:55:33
123860,402296,665,138,67,2012-07-02 06:29:12,2012-07-02 06:29:12
123861,402297,973,136,125,2011-03-05 10:09:27,2011-03-05 10:09:27
123862,402298,1100,151,43,2011-08-14 05:45:49,2011-08-14 05:45:49
123863,402299,749,174,38,2013-06-15 22:41:45,2013-06-15 22:41:45
123864,402300,616,134,107,2010-06-23 13:57:57,2010-06-23 13:57:57
123865,402301,1039,151,54,2012-10-04 20:56:24,2012-10-04 20:56:24
123866,402302,809,131,41,2016-01-30 23:05:45,2016-01-30 23:05:45
123867,402303,903,162,35,2013-07-17 16:12:44,2013-07-17 16:12:44
123868,402304,1087,181,95,2016-05-02 17:58:06,2016-05-02 17:58:06
123869,402305,965,158,97,2013-10-18 13:02:56,2013-10-18 13:02:56
123870,402306,808,153,93,2014-06-27 12:05:18,2014-06-27 12:05:18
123871,402307,1154,186,110,2010-07-25 10:07:29,2010-07-25 10:07:29
123872,402308,953,164,90,2015-01-07 08:47:06,2015-01-07 08:47:06
123873,402309,693,149,109,2015-10-18 18:48:48,2015-10-18 18:48:48
123874,402310,1192,161,76,2011-12-09 01:50:23,2011-12-09 01:50:23
123875,402311,722,142,104,2011-02-18 02:18:41,2011-02-18 02:18:41
123876,402312,706,181,93,2019-06-19 04:01:45,2019-06-19 04:01:45
123877,402313,1057,147,49,2013-02-11 17:13:58,2013-02-11 17:13:58
123878,402314,768,134,77,2010-03-12 10:51:32,2010-03-12 10:51:32
123879,402315,723,151,51,2018-10-20 02:22:53,2018-10-20 02:22:53
123880,402316,1147,135,44,2020-09-25 11:14:57,2020-09-25 11:14:57
123881,402317,1083,134,54,2018-03-26 20:14:02,2018-03-26 20:14:02
123882,402318,882,146,86,2018-05-13 19:14:29,2018-05-13 19:14:29
