rentalId,rentalDate,inventoryId,customerId,rt_returnDate,rt_staffId,rt_lastUpdate
407687,2013-09-21 05:56:21,5040,752,2013-09-30 05:56:21,183,2013-10-01 05:56:21
407688,2013-06-11 14:51:27,7314,670,2013-06-20 14:51:27,130,2013-06-21 14:51:27
407689,2015-08-27 04:30:19,10449,926,2015-08-30 04:30:19,145,2015-08-31 04:30:19
407690,2017-04-19 12:45:15,5859,1144,2017-04-27 12:45:15,181,2017-04-28 12:45:15
407691,2011-02-18 23:04:19,7760,1179,2011-02-22 23:04:19,168,2011-02-23 23:04:19
407692,2010-11-14 14:52:51,8120,762,2010-11-22 14:52:51,137,2010-11-23 14:52:51
407693,2015-05-13 02:34:21,5949,1188,2015-05-16 02:34:21,157,2015-05-17 02:34:21
407694,2010-01-06 07:54:08,8308,610,2010-01-11 07:54:08,160,2010-01-12 07:54:08
407695,2018-07-01 12:07:33,6359,728,2018-07-02 12:07:33,182,2018-07-03 12:07:33
407696,2010-02-16 11:57:50,8246,960,2010-02-25 11:57:50,184,2010-02-26 11:57:50
407697,2015-04-15 21:25:25,10264,658,2015-04-23 21:25:25,128,2015-04-24 21:25:25
407698,2017-07-13 21:18:05,7253,625,2017-07-19 21:18:05,153,2017-07-20 21:18:05
407699,2013-02-02 02:12:03,9056,784,2013-02-03 02:12:03,151,2013-02-04 02:12:03
407700,2011-11-26 04:19:26,6407,732,2011-11-30 04:19:26,164,2011-12-01 04:19:26
407701,2015-05-09 21:04:08,10075,1041,2015-05-11 21:04:08,181,2015-05-12 21:04:08
407702,2015-11-24 04:56:06,5708,911,2015-11-26 04:56:06,176,2015-11-27 04:56:06
407703,2012-10-17 19:14:36,5591,606,2012-10-24 19:14:36,159,2012-10-25 19:14:36
407704,2015-06-10 20:45:40,6659,1173,2015-06-15 20:45:40,183,2015-06-16 20:45:40
407705,2012-03-28 19:27:37,5085,658,2012-04-01 19:27:37,165,2012-04-02 19:27:37
407706,2015-05-04 04:57:33,7624,1121,2015-05-05 04:57:33,160,2015-05-06 04:57:33
407707,2016-03-15 16:09:05,9101,1003,2016-03-20 16:09:05,151,2016-03-21 16:09:05
407708,2017-05-06 19:09:23,7316,760,2017-05-08 19:09:23,156,2017-05-09 19:09:23
407709,2011-03-25 03:59:06,9070,1103,2011-04-01 03:59:06,150,2011-04-02 03:59:06
407710,2011-05-06 00:45:16,7785,889,2011-05-10 00:45:16,145,2011-05-11 00:45:16
407711,2010-06-27 21:43:57,6415,809,2010-07-02 21:43:57,127,2010-07-03 21:43:57
407712,2012-09-16 14:05:59,7968,1103,2012-09-17 14:05:59,183,2012-09-18 14:05:59
407713,2017-10-14 11:34:34,9855,1053,2017-10-21 11:34:34,145,2017-10-22 11:34:34
407714,2015-04-25 18:42:57,9451,732,2015-05-02 18:42:57,145,2015-05-03 18:42:57
407715,2018-10-07 09:32:32,7700,713,2018-10-08 09:32:32,164,2018-10-09 09:32:32
407716,2015-06-10 12:33:07,6160,820,2015-06-13 12:33:07,143,2015-06-14 12:33:07
407717,2019-02-26 08:05:17,8202,861,2019-02-27 08:05:17,157,2019-02-28 08:05:17
407718,2019-09-05 19:43:03,7635,1120,2019-09-11 19:43:03,154,2019-09-12 19:43:03
407719,2010-04-25 06:19:01,7145,873,2010-04-26 06:19:01,134,2010-04-27 06:19:01
407720,2016-08-27 00:18:27,5444,1037,2016-09-01 00:18:27,159,2016-09-02 00:18:27
407721,2019-12-18 19:14:48,9349,1027,2019-12-19 19:14:48,134,2019-12-20 19:14:48
407722,2014-06-17 19:44:13,8560,1171,2014-06-19 19:44:13,150,2014-06-20 19:44:13
407723,2014-08-10 04:56:01,6856,811,2014-08-19 04:56:01,179,2014-08-20 04:56:01
407724,2019-01-12 19:33:23,5939,1042,2019-01-18 19:33:23,170,2019-01-19 19:33:23
407725,2020-04-29 20:21:37,7235,890,2020-04-30 20:21:37,127,2020-05-01 20:21:37
407726,2016-10-10 19:23:43,8458,1149,2016-10-17 19:23:43,174,2016-10-18 19:23:43
407727,2019-03-24 16:24:59,9863,633,2019-03-30 16:24:59,149,2019-03-31 16:24:59
407728,2014-06-27 12:00:08,6778,1174,2014-06-28 12:00:08,170,2014-06-29 12:00:08
407729,2020-04-26 10:34:03,6749,610,2020-04-28 10:34:03,166,2020-04-29 10:34:03
407730,2018-10-17 12:39:29,6528,900,2018-10-25 12:39:29,166,2018-10-26 12:39:29
407731,2018-07-27 04:48:08,6346,1007,2018-08-03 04:48:08,134,2018-08-04 04:48:08
407732,2011-01-19 01:12:54,7236,1067,2011-01-24 01:12:54,145,2011-01-25 01:12:54
407733,2013-12-30 10:54:26,8252,928,2014-01-07 10:54:26,140,2014-01-08 10:54:26
407734,2013-10-11 11:57:26,8087,728,2013-10-15 11:57:26,163,2013-10-16 11:57:26
407735,2018-03-08 05:05:03,8353,610,2018-03-12 05:05:03,152,2018-03-13 05:05:03
407736,2015-11-21 15:38:54,8257,1134,2015-11-23 15:38:54,164,2015-11-24 15:38:54
407737,2015-07-26 16:43:56,4625,716,2015-07-30 16:43:56,128,2015-07-31 16:43:56
407738,2018-10-31 21:49:56,4922,694,2018-11-03 21:49:56,150,2018-11-04 21:49:56
407739,2010-04-05 21:46:30,9660,1195,2010-04-13 21:46:30,174,2010-04-14 21:46:30
407740,2010-03-13 09:22:14,8716,1183,2010-03-21 09:22:14,150,2010-03-22 09:22:14
407741,2017-05-19 08:54:19,5941,1077,2017-05-26 08:54:19,183,2017-05-27 08:54:19
407742,2017-03-02 21:03:11,4645,664,2017-03-08 21:03:11,154,2017-03-09 21:03:11
407743,2017-07-06 11:11:37,6397,838,2017-07-15 11:11:37,180,2017-07-16 11:11:37
407744,2016-10-28 04:55:43,6582,752,2016-11-01 04:55:43,133,2016-11-02 04:55:43
407745,2012-09-23 02:12:30,10231,920,2012-09-30 02:12:30,176,2012-10-01 02:12:30
407746,2011-06-03 05:31:43,9902,711,2011-06-12 05:31:43,142,2011-06-13 05:31:43
407747,2015-03-01 12:34:52,9408,834,2015-03-03 12:34:52,167,2015-03-04 12:34:52
407748,2020-09-16 03:42:50,9420,817,2020-09-17 03:42:50,160,2020-09-18 03:42:50
407749,2017-05-18 18:35:36,10306,984,2017-05-20 18:35:36,139,2017-05-21 18:35:36
407750,2012-05-14 16:36:15,8517,619,2012-05-22 16:36:15,178,2012-05-23 16:36:15
407751,2020-10-12 07:20:01,7843,670,2020-10-21 07:20:01,137,2020-10-22 07:20:01
407752,2014-08-04 21:58:32,7390,909,2014-08-05 21:58:32,174,2014-08-06 21:58:32
407753,2012-06-27 04:55:02,8078,1042,2012-07-04 04:55:02,161,2012-07-05 04:55:02
407754,2017-08-16 19:32:36,5914,977,2017-08-23 19:32:36,143,2017-08-24 19:32:36
407755,2018-03-05 22:57:32,6039,700,2018-03-13 22:57:32,145,2018-03-14 22:57:32
407756,2013-04-02 03:10:35,9595,1103,2013-04-05 03:10:35,182,2013-04-06 03:10:35
407757,2020-01-24 06:18:03,8659,1174,2020-01-26 06:18:03,180,2020-01-27 06:18:03
407758,2013-09-28 13:44:09,8405,799,2013-10-01 13:44:09,151,2013-10-02 13:44:09
407759,2014-08-21 14:29:26,6619,791,2014-08-22 14:29:26,145,2014-08-23 14:29:26
407760,2018-03-09 01:50:04,5915,742,2018-03-15 01:50:04,142,2018-03-16 01:50:04
407761,2010-12-22 10:43:07,9049,603,2010-12-23 10:43:07,177,2010-12-24 10:43:07
407762,2015-07-20 19:29:09,6341,1193,2015-07-24 19:29:09,168,2015-07-25 19:29:09
407763,2017-02-28 07:07:53,4840,891,2017-03-05 07:07:53,157,2017-03-06 07:07:53
407764,2015-11-12 20:18:16,5487,1114,2015-11-17 20:18:16,175,2015-11-18 20:18:16
407765,2017-05-20 17:37:27,8155,1114,2017-05-23 17:37:27,145,2017-05-24 17:37:27
407766,2012-09-03 20:07:38,8828,759,2012-09-10 20:07:38,181,2012-09-11 20:07:38
407767,2014-07-01 08:29:56,6517,1160,2014-07-04 08:29:56,178,2014-07-05 08:29:56
407768,2016-06-20 03:31:35,6637,692,2016-06-24 03:31:35,127,2016-06-25 03:31:35
407769,2011-01-20 05:47:13,5262,1109,2011-01-28 05:47:13,154,2011-01-29 05:47:13
407770,2014-09-25 23:58:02,7216,1201,2014-09-27 23:58:02,167,2014-09-28 23:58:02
407771,2013-11-03 04:12:09,5060,607,2013-11-04 04:12:09,159,2013-11-05 04:12:09
407772,2013-01-06 08:55:12,9360,1039,2013-01-13 08:55:12,169,2013-01-14 08:55:12
407773,2017-10-20 14:40:32,6930,1037,2017-10-29 14:40:32,140,2017-10-30 14:40:32
407774,2015-10-12 20:07:41,7656,676,2015-10-16 20:07:41,132,2015-10-17 20:07:41
407775,2013-11-09 23:11:02,8853,754,2013-11-18 23:11:02,177,2013-11-19 23:11:02
407776,2018-12-18 12:09:57,8180,767,2018-12-25 12:09:57,155,2018-12-26 12:09:57
407777,2018-06-01 19:20:20,5951,1052,2018-06-06 19:20:20,184,2018-06-07 19:20:20
407778,2014-04-18 01:39:18,9059,624,2014-04-22 01:39:18,184,2014-04-23 01:39:18
407779,2017-04-09 09:14:22,8716,1137,2017-04-12 09:14:22,177,2017-04-13 09:14:22
407780,2018-02-10 15:41:39,8128,793,2018-02-17 15:41:39,177,2018-02-18 15:41:39
407781,2014-10-11 16:48:49,9849,637,2014-10-15 16:48:49,137,2014-10-16 16:48:49
407782,2010-04-10 11:09:50,9101,899,2010-04-11 11:09:50,160,2010-04-12 11:09:50
407783,2017-11-09 20:27:28,9748,714,2017-11-15 20:27:28,146,2017-11-16 20:27:28
407784,2017-12-13 07:52:02,5932,917,2017-12-19 07:52:02,164,2017-12-20 07:52:02
407785,2010-01-28 13:21:36,9578,1100,2010-02-06 13:21:36,155,2010-02-07 13:21:36
407786,2010-05-20 13:16:50,8921,629,2010-05-26 13:16:50,149,2010-05-27 13:16:50
407787,2015-05-18 07:37:56,9251,602,2015-05-26 07:37:56,156,2015-05-27 07:37:56
407788,2016-01-25 06:46:25,6610,844,2016-01-26 06:46:25,133,2016-01-27 06:46:25
407789,2015-08-21 16:33:40,9884,890,2015-08-22 16:33:40,155,2015-08-23 16:33:40
407790,2010-02-11 05:20:40,5274,805,2010-02-15 05:20:40,128,2010-02-16 05:20:40
407791,2010-12-05 01:48:34,7131,838,2010-12-10 01:48:34,150,2010-12-11 01:48:34
407792,2012-02-28 18:31:46,8761,698,2012-03-02 18:31:46,145,2012-03-03 18:31:46
407793,2014-04-20 07:48:17,5868,775,2014-04-26 07:48:17,169,2014-04-27 07:48:17
407794,2015-12-10 17:06:33,8457,899,2015-12-13 17:06:33,165,2015-12-14 17:06:33
407795,2013-05-02 15:43:31,10161,768,2013-05-08 15:43:31,148,2013-05-09 15:43:31
407796,2012-05-02 18:08:57,7078,1011,2012-05-11 18:08:57,181,2012-05-12 18:08:57
407797,2019-04-26 19:27:39,5150,668,2019-05-03 19:27:39,142,2019-05-04 19:27:39
407798,2014-03-03 16:13:04,6976,712,2014-03-05 16:13:04,182,2014-03-06 16:13:04
407799,2020-02-08 08:15:53,9710,879,2020-02-17 08:15:53,134,2020-02-18 08:15:53
407800,2020-03-28 05:33:22,7140,987,2020-04-01 05:33:22,131,2020-04-02 05:33:22
407801,2020-12-08 04:03:26,6137,638,2020-12-17 04:03:26,147,2020-12-18 04:03:26
407802,2011-12-10 23:33:45,9151,1075,2011-12-16 23:33:45,169,2011-12-17 23:33:45
407803,2014-04-10 14:34:34,6655,634,2014-04-14 14:34:34,166,2014-04-15 14:34:34
407804,2013-08-18 16:33:55,9084,1081,2013-08-26 16:33:55,181,2013-08-27 16:33:55
407805,2015-08-09 11:56:27,7959,622,2015-08-18 11:56:27,157,2015-08-19 11:56:27
407806,2018-06-19 19:52:04,6046,877,2018-06-28 19:52:04,132,2018-06-29 19:52:04
407807,2014-01-23 17:54:53,7788,1110,2014-01-27 17:54:53,163,2014-01-28 17:54:53
407808,2010-02-27 10:34:01,10018,864,2010-03-07 10:34:01,168,2010-03-08 10:34:01
407809,2020-06-10 16:10:19,4810,882,2020-06-13 16:10:19,134,2020-06-14 16:10:19
407810,2015-04-18 22:58:24,10440,1137,2015-04-23 22:58:24,172,2015-04-24 22:58:24
407811,2017-11-02 05:07:52,6108,1112,2017-11-06 05:07:52,183,2017-11-07 05:07:52
407812,2016-02-04 05:03:53,5929,1006,2016-02-08 05:03:53,170,2016-02-09 05:03:53
407813,2011-05-15 15:06:54,9563,925,2011-05-16 15:06:54,166,2011-05-17 15:06:54
407814,2013-06-23 13:00:34,6964,724,2013-06-30 13:00:34,153,2013-07-01 13:00:34
407815,2011-03-11 16:52:14,4881,893,2011-03-14 16:52:14,162,2011-03-15 16:52:14
407816,2012-12-23 15:43:13,6690,1046,2012-12-30 15:43:13,145,2012-12-31 15:43:13
407817,2011-11-20 02:37:54,5509,842,2011-11-24 02:37:54,155,2011-11-25 02:37:54
407818,2015-01-13 04:48:01,5234,792,2015-01-21 04:48:01,128,2015-01-22 04:48:01
407819,2012-05-23 05:16:01,5366,1100,2012-05-25 05:16:01,178,2012-05-26 05:16:01
407820,2011-04-17 17:47:21,10174,656,2011-04-25 17:47:21,166,2011-04-26 17:47:21
407821,2020-08-29 21:40:38,6876,777,2020-09-06 21:40:38,133,2020-09-07 21:40:38
407822,2014-04-08 13:06:54,7006,878,2014-04-17 13:06:54,128,2014-04-18 13:06:54
407823,2019-09-25 14:14:25,9362,784,2019-10-03 14:14:25,150,2019-10-04 14:14:25
407824,2012-03-09 14:46:12,7236,949,2012-03-16 14:46:12,157,2012-03-17 14:46:12
407825,2015-10-12 15:30:07,9187,1088,2015-10-19 15:30:07,157,2015-10-20 15:30:07
407826,2015-01-11 14:36:52,8968,999,2015-01-17 14:36:52,175,2015-01-18 14:36:52
407827,2012-12-29 16:51:07,4717,865,2013-01-04 16:51:07,169,2013-01-05 16:51:07
407828,2013-08-30 04:41:08,4859,755,2013-08-31 04:41:08,164,2013-09-01 04:41:08
407829,2015-03-28 21:28:12,5738,944,2015-04-05 21:28:12,163,2015-04-06 21:28:12
407830,2018-02-02 21:12:50,5964,601,2018-02-06 21:12:50,137,2018-02-07 21:12:50
407831,2014-05-21 02:58:47,8918,1026,2014-05-27 02:58:47,173,2014-05-28 02:58:47
407832,2015-06-17 01:33:59,9876,1046,2015-06-19 01:33:59,146,2015-06-20 01:33:59
407833,2012-12-22 10:30:54,9690,943,2012-12-27 10:30:54,146,2012-12-28 10:30:54
407834,2010-07-24 15:27:25,4591,1119,2010-07-26 15:27:25,171,2010-07-27 15:27:25
407835,2017-06-23 01:15:39,5911,635,2017-07-01 01:15:39,142,2017-07-02 01:15:39
407836,2016-03-25 17:09:32,9619,1191,2016-03-27 17:09:32,132,2016-03-28 17:09:32
407837,2019-05-31 05:58:44,10241,607,2019-06-09 05:58:44,154,2019-06-10 05:58:44
407838,2013-09-15 06:52:52,4920,895,2013-09-16 06:52:52,143,2013-09-17 06:52:52
407839,2017-05-05 14:46:28,8188,677,2017-05-08 14:46:28,129,2017-05-09 14:46:28
407840,2011-09-07 18:11:22,10365,669,2011-09-15 18:11:22,143,2011-09-16 18:11:22
407841,2018-04-18 16:10:47,9249,982,2018-04-21 16:10:47,186,2018-04-22 16:10:47
407842,2013-04-21 22:22:11,7315,1056,2013-04-28 22:22:11,165,2013-04-29 22:22:11
407843,2013-06-24 13:40:01,5806,710,2013-07-02 13:40:01,170,2013-07-03 13:40:01
407844,2019-03-26 06:45:26,6115,1001,2019-03-27 06:45:26,171,2019-03-28 06:45:26
407845,2018-05-27 13:01:59,7894,813,2018-06-03 13:01:59,172,2018-06-04 13:01:59
407846,2016-03-14 08:54:53,7317,681,2016-03-23 08:54:53,186,2016-03-24 08:54:53
407847,2020-05-11 06:27:46,8810,1140,2020-05-20 06:27:46,176,2020-05-21 06:27:46
407848,2017-01-01 10:31:04,6858,860,2017-01-03 10:31:04,135,2017-01-04 10:31:04
407849,2010-01-02 15:26:20,8070,801,2010-01-07 15:26:20,166,2010-01-08 15:26:20
407850,2018-12-26 07:08:53,6535,699,2018-12-31 07:08:53,138,2019-01-01 07:08:53
407851,2017-03-13 05:52:30,4655,635,2017-03-20 05:52:30,137,2017-03-21 05:52:30
407852,2017-09-03 00:35:10,5570,819,2017-09-05 00:35:10,128,2017-09-06 00:35:10
407853,2010-09-21 00:34:36,9324,1051,2010-09-22 00:34:36,155,2010-09-23 00:34:36
407854,2014-07-26 13:13:04,9232,1115,2014-08-04 13:13:04,128,2014-08-05 13:13:04
407855,2011-11-12 18:29:35,7115,742,2011-11-20 18:29:35,153,2011-11-21 18:29:35
407856,2011-10-29 17:55:38,7560,1196,2011-11-02 17:55:38,181,2011-11-03 17:55:38
407857,2020-11-22 11:19:20,8500,996,2020-11-28 11:19:20,146,2020-11-29 11:19:20
407858,2011-03-05 00:31:10,9320,717,2011-03-11 00:31:10,180,2011-03-12 00:31:10
407859,2010-12-02 15:02:52,9465,1186,2010-12-06 15:02:52,132,2010-12-07 15:02:52
407860,2015-05-15 15:14:50,9997,1018,2015-05-23 15:14:50,174,2015-05-24 15:14:50
407861,2011-10-02 16:02:50,8299,660,2011-10-03 16:02:50,145,2011-10-04 16:02:50
407862,2015-05-02 19:56:08,10003,649,2015-05-05 19:56:08,138,2015-05-06 19:56:08
407863,2014-12-29 17:47:32,7366,984,2015-01-07 17:47:32,142,2015-01-08 17:47:32
407864,2016-04-21 19:15:15,9303,1039,2016-04-28 19:15:15,149,2016-04-29 19:15:15
407865,2018-09-25 21:08:23,5416,864,2018-09-26 21:08:23,185,2018-09-27 21:08:23
407866,2016-01-28 01:08:53,7462,1158,2016-01-30 01:08:53,150,2016-01-31 01:08:53
407867,2012-12-25 08:08:02,9652,1022,2013-01-01 08:08:02,158,2013-01-02 08:08:02
407868,2015-09-04 02:05:46,8855,624,2015-09-08 02:05:46,164,2015-09-09 02:05:46
407869,2012-09-16 19:30:51,6609,657,2012-09-23 19:30:51,179,2012-09-24 19:30:51
407870,2020-03-28 01:47:50,6681,736,2020-03-29 01:47:50,153,2020-03-30 01:47:50
407871,2011-01-29 21:49:15,5253,650,2011-02-04 21:49:15,127,2011-02-05 21:49:15
407872,2020-08-01 09:04:18,7696,677,2020-08-02 09:04:18,173,2020-08-03 09:04:18
407873,2011-08-28 09:59:54,6238,821,2011-09-01 09:59:54,160,2011-09-02 09:59:54
407874,2017-07-10 13:18:09,10455,800,2017-07-12 13:18:09,129,2017-07-13 13:18:09
407875,2010-01-12 04:08:08,5047,830,2010-01-15 04:08:08,150,2010-01-16 04:08:08
407876,2010-04-27 23:42:38,8380,841,2010-04-29 23:42:38,165,2010-04-30 23:42:38
407877,2013-07-17 05:22:27,6647,894,2013-07-23 05:22:27,155,2013-07-24 05:22:27
407878,2015-07-09 14:54:11,9720,1067,2015-07-18 14:54:11,150,2015-07-19 14:54:11
407879,2018-01-05 21:59:00,6777,1012,2018-01-09 21:59:00,159,2018-01-10 21:59:00
407880,2013-09-07 04:05:52,5514,924,2013-09-11 04:05:52,132,2013-09-12 04:05:52
407881,2013-01-01 17:26:47,7482,810,2013-01-04 17:26:47,127,2013-01-05 17:26:47
407882,2012-08-27 05:47:25,6690,756,2012-09-04 05:47:25,143,2012-09-05 05:47:25
407883,2019-10-29 11:17:56,8925,740,2019-11-06 11:17:56,140,2019-11-07 11:17:56
407884,2017-01-22 05:29:21,8336,1050,2017-01-28 05:29:21,135,2017-01-29 05:29:21
407885,2020-03-21 09:14:40,9525,1169,2020-03-27 09:14:40,140,2020-03-28 09:14:40
407886,2017-06-13 00:55:21,6942,996,2017-06-22 00:55:21,173,2017-06-23 00:55:21
407887,2018-02-27 15:45:57,9398,869,2018-03-04 15:45:57,183,2018-03-05 15:45:57
407888,2014-06-24 11:49:21,9237,764,2014-07-02 11:49:21,128,2014-07-03 11:49:21
407889,2020-12-07 06:14:50,10247,1001,2020-12-13 06:14:50,162,2020-12-14 06:14:50
407890,2011-03-31 14:06:13,9618,859,2011-04-09 14:06:13,154,2011-04-10 14:06:13
407891,2018-11-29 20:20:25,5153,964,2018-12-08 20:20:25,154,2018-12-09 20:20:25
407892,2014-05-07 14:05:41,9608,654,2014-05-14 14:05:41,151,2014-05-15 14:05:41
407893,2010-08-10 00:25:41,9390,612,2010-08-14 00:25:41,173,2010-08-15 00:25:41
407894,2020-09-21 15:37:08,7162,659,2020-09-29 15:37:08,153,2020-09-30 15:37:08
407895,2014-11-16 14:48:06,8313,1057,2014-11-24 14:48:06,146,2014-11-25 14:48:06
407896,2017-06-06 10:30:35,9968,782,2017-06-15 10:30:35,170,2017-06-16 10:30:35
407897,2020-05-22 15:21:39,6056,983,2020-05-24 15:21:39,152,2020-05-25 15:21:39
407898,2011-11-14 02:30:56,7221,1111,2011-11-23 02:30:56,174,2011-11-24 02:30:56
407899,2018-02-23 06:06:50,10046,863,2018-02-28 06:06:50,147,2018-03-01 06:06:50
407900,2014-05-07 11:13:40,4987,798,2014-05-11 11:13:40,183,2014-05-12 11:13:40
407901,2014-03-25 20:10:02,5478,1150,2014-04-03 20:10:02,170,2014-04-04 20:10:02
407902,2012-02-22 21:08:16,10338,792,2012-02-29 21:08:16,146,2012-03-01 21:08:16
407903,2013-01-15 16:46:15,4730,1036,2013-01-16 16:46:15,141,2013-01-17 16:46:15
407904,2015-10-02 05:23:54,6198,1194,2015-10-08 05:23:54,186,2015-10-09 05:23:54
407905,2015-07-03 23:29:45,8563,1029,2015-07-08 23:29:45,181,2015-07-09 23:29:45
407906,2014-03-31 23:11:33,9379,1138,2014-04-01 23:11:33,170,2014-04-02 23:11:33
407907,2019-09-25 22:52:35,8392,1103,2019-09-27 22:52:35,144,2019-09-28 22:52:35
407908,2020-07-07 02:56:50,6191,689,2020-07-08 02:56:50,172,2020-07-09 02:56:50
407909,2019-10-13 10:53:14,5438,1033,2019-10-18 10:53:14,161,2019-10-19 10:53:14
407910,2015-05-28 03:07:18,9192,862,2015-05-29 03:07:18,130,2015-05-30 03:07:18
407911,2012-08-22 13:17:05,10205,1026,2012-08-25 13:17:05,149,2012-08-26 13:17:05
407912,2013-03-10 23:36:36,5899,700,2013-03-15 23:36:36,143,2013-03-16 23:36:36
407913,2015-05-02 23:14:43,7988,683,2015-05-06 23:14:43,163,2015-05-07 23:14:43
407914,2014-07-31 23:48:45,10138,620,2014-08-04 23:48:45,181,2014-08-05 23:48:45
407915,2016-04-09 21:14:43,8613,1052,2016-04-12 21:14:43,168,2016-04-13 21:14:43
407916,2014-07-02 09:55:03,10452,667,2014-07-04 09:55:03,157,2014-07-05 09:55:03
407917,2019-11-08 09:52:54,7027,834,2019-11-16 09:52:54,155,2019-11-17 09:52:54
407918,2018-07-14 11:20:16,8042,739,2018-07-17 11:20:16,161,2018-07-18 11:20:16
407919,2020-06-29 23:15:06,7285,1093,2020-07-03 23:15:06,140,2020-07-04 23:15:06
407920,2017-08-28 21:04:19,9009,685,2017-09-02 21:04:19,177,2017-09-03 21:04:19
407921,2018-02-18 05:21:29,5881,1094,2018-02-23 05:21:29,138,2018-02-24 05:21:29
407922,2016-11-24 11:15:39,9398,676,2016-12-02 11:15:39,151,2016-12-03 11:15:39
407923,2017-11-24 16:03:14,6291,949,2017-12-01 16:03:14,147,2017-12-02 16:03:14
407924,2011-11-24 19:34:04,5741,874,2011-12-01 19:34:04,142,2011-12-02 19:34:04
407925,2012-01-11 12:03:46,7880,881,2012-01-12 12:03:46,156,2012-01-13 12:03:46
407926,2019-01-17 20:41:19,4789,962,2019-01-24 20:41:19,183,2019-01-25 20:41:19
407927,2011-01-22 06:35:52,10467,859,2011-01-29 06:35:52,143,2011-01-30 06:35:52
407928,2012-10-04 08:51:14,8645,642,2012-10-08 08:51:14,165,2012-10-09 08:51:14
407929,2011-08-07 21:14:19,9340,1055,2011-08-10 21:14:19,149,2011-08-11 21:14:19
407930,2011-11-21 20:12:04,6013,1185,2011-11-23 20:12:04,146,2011-11-24 20:12:04
407931,2015-05-04 01:55:22,9845,605,2015-05-10 01:55:22,173,2015-05-11 01:55:22
407932,2017-01-01 13:33:29,10357,1014,2017-01-03 13:33:29,183,2017-01-04 13:33:29
407933,2011-10-04 02:05:00,6395,761,2011-10-11 02:05:00,154,2011-10-12 02:05:00
407934,2019-01-13 09:36:14,5158,1145,2019-01-20 09:36:14,130,2019-01-21 09:36:14
407935,2015-10-02 00:18:45,7632,862,2015-10-06 00:18:45,182,2015-10-07 00:18:45
407936,2018-04-18 05:39:20,5192,661,2018-04-21 05:39:20,163,2018-04-22 05:39:20
407937,2016-07-14 12:16:46,8058,897,2016-07-20 12:16:46,128,2016-07-21 12:16:46
407938,2020-01-17 19:43:51,9794,620,2020-01-23 19:43:51,150,2020-01-24 19:43:51
407939,2011-01-26 03:15:43,7467,1179,2011-01-31 03:15:43,129,2011-02-01 03:15:43
407940,2019-01-30 01:56:16,7566,966,2019-02-05 01:56:16,159,2019-02-06 01:56:16
407941,2020-10-25 20:32:15,6930,993,2020-10-31 20:32:15,133,2020-11-01 20:32:15
407942,2018-09-05 20:47:39,10162,1118,2018-09-10 20:47:39,147,2018-09-11 20:47:39
407943,2012-01-23 21:48:23,8114,1088,2012-01-30 21:48:23,140,2012-01-31 21:48:23
407944,2011-01-16 16:28:18,8430,708,2011-01-24 16:28:18,152,2011-01-25 16:28:18
407945,2016-07-22 09:35:51,9055,873,2016-07-27 09:35:51,186,2016-07-28 09:35:51
407946,2013-08-13 21:12:18,9909,885,2013-08-21 21:12:18,175,2013-08-22 21:12:18
407947,2018-09-22 21:01:30,7637,783,2018-09-27 21:01:30,160,2018-09-28 21:01:30
407948,2017-08-04 12:56:13,5149,638,2017-08-11 12:56:13,180,2017-08-12 12:56:13
407949,2018-06-12 12:10:07,10038,926,2018-06-21 12:10:07,165,2018-06-22 12:10:07
407950,2015-01-22 11:27:42,6152,798,2015-01-24 11:27:42,180,2015-01-25 11:27:42
407951,2017-06-24 16:04:45,9099,759,2017-06-29 16:04:45,152,2017-06-30 16:04:45
407952,2015-05-09 15:31:56,9654,1117,2015-05-14 15:31:56,174,2015-05-15 15:31:56
407953,2015-05-15 03:30:11,9267,981,2015-05-24 03:30:11,130,2015-05-25 03:30:11
407954,2020-01-31 02:53:34,7525,1100,2020-02-08 02:53:34,129,2020-02-09 02:53:34
407955,2017-09-02 11:08:54,7390,865,2017-09-04 11:08:54,175,2017-09-05 11:08:54
407956,2015-04-28 00:11:06,5308,1110,2015-05-04 00:11:06,159,2015-05-05 00:11:06
407957,2014-09-23 10:58:19,10253,666,2014-09-24 10:58:19,147,2014-09-25 10:58:19
407958,2018-07-17 17:12:41,9467,992,2018-07-22 17:12:41,170,2018-07-23 17:12:41
407959,2013-11-21 06:49:22,9941,882,2013-11-26 06:49:22,135,2013-11-27 06:49:22
407960,2016-04-17 17:42:27,4803,776,2016-04-19 17:42:27,172,2016-04-20 17:42:27
407961,2018-10-31 00:46:41,9869,1040,2018-11-03 00:46:41,173,2018-11-04 00:46:41
407962,2018-07-11 03:39:39,7604,642,2018-07-17 03:39:39,183,2018-07-18 03:39:39
407963,2011-12-18 02:27:05,8309,730,2011-12-27 02:27:05,154,2011-12-28 02:27:05
407964,2014-07-09 15:15:25,8128,1182,2014-07-12 15:15:25,170,2014-07-13 15:15:25
407965,2016-05-09 22:31:56,9638,798,2016-05-17 22:31:56,159,2016-05-18 22:31:56
407966,2018-10-24 22:16:38,8024,981,2018-10-26 22:16:38,154,2018-10-27 22:16:38
407967,2014-10-16 00:43:06,9331,931,2014-10-25 00:43:06,157,2014-10-26 00:43:06
407968,2016-02-24 18:36:46,5970,618,2016-02-29 18:36:46,181,2016-03-01 18:36:46
